date,agency,subject,message
11/6/22 11:16 AM,NYC,"MANH, A and D Trains, Delays",Southbound A/D trains are delayed while we address a door problem on a train at 125 St.
11/6/22 10:51 AM,NYC,"SIR Train, Delays",Tottenville-bound SIR trains are running with delays because of scheduled maintenance.
11/6/22 10:16 AM,NYC,"Update: BKLYN, L Train, Delays",8 Av-bound L trains are running with delays after we removed a train that had its brakes activated from service at Atlantic Av.
11/6/22 10:02 AM,NYC,"BKLYN, L Train, Delays",8 Av-bound L trains are delayed while we remove a train that had its brakes activated from service at Atlantic Av.
11/6/22 9:31 AM,NYC,"Update: MANH, A and C Trains, Delays",Northbound A/C trains are running with delays after we moved a train that had its brakes activated at Canal St.
11/6/22 9:21 AM,NYC,"Update: BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after we addressed a door problem on a train at Hoyt St.
11/6/22 9:17 AM,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are delayed while we investigate what caused a train's brakes to activate at Canal St.
11/6/22 9:11 AM,NYC,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we address a door problem on a train at Hoyt St.
11/6/22 8:35 AM,NYC,"Update: QNS, 7 Train, Delays",34 St-bound 7 trains are running with delays after we removed a train in need of cleaning from service at 111 St. 34 St-bound 7 trains have resumed making local stops from Mets-Willets Point to 74 St-Broadway.
11/6/22 8:32 AM,NYC,"Update: QNS, 7 Train, Local to Express","34 St-bound 7 trains are running express from Mets-Willets Point to 74 St-Broadway while we remove a train in need of cleaning from service at 111 St. For service to/from bypassed stations, take a Flushing-bound train."
11/6/22 8:27 AM,NYC,"QNS, 7 Train, Delays",Hudson Yards-bound 7 trains are delayed while we remove a train in need of cleaning from service at 111 St.
11/6/22 7:48 AM,NYC,"Update: MANH, A, C, and F Trains, Delays",Southbound A/C/F trains are running with delays after we addressed a door problem on a train at Delancey St-Essex St.
11/6/22 7:39 AM,NYC,"MANH, A, C, and F Trains, Delays",Southbound A/C/F trains are delayed while we remove a train with a door problem from service at Delancey St-Essex St.
11/6/22 6:54 AM,NYC,"Update: A and Rockaway Park S Trains, Delays",A/H trains are running with delays in both directions after the South Channel Bridge was opened to allow marine traffic to pass.
11/6/22 6:42 AM,NYC,"A and Rockaway Park S Trains, Delays",A/H trains are delayed in both directions while the South Channel Bridge is open to allow marine traffic to pass.
11/6/22 6:31 AM,NYC,"Update: BKLYN, A Train, Delays",Northbound A trains are running with extensive delays after we removed a vandalized train car from service at Hoyt-Schermerhorn Sts.
11/6/22 6:16 AM,NYC,"BKLYN, A Train, Delays",Northbound A trains are delayed while we remove a vandalized train car from service at Hoyt-Schermerhorn Sts.
11/6/22 3:13 AM,NYC,"MANH, 3 Train, Delays",Northbound 3 trains are running with delays after track maintenance near 50 St concluded. Northbound 3 have resumed running on the express track from Times Sq-42 St to 72 St
11/6/22 2:43 AM,NYC,"Update: A, D, E, and F Trains, Delays",A/D/E/F trains are running with delays in both directions after we restored third-rail power in Manhattan.
11/6/22 2:41 AM,NYC,"A, D, E, and F Trains, Delays",A/D/E/F trains are delayed in both directions while we investigate a temporary loss of third-rail power in Manhattan.
11/6/22 2:28 AM,NYC,"Update: QNS, 7 Train, Delays",Flushing-Main St-bound 7 trains are running with delays after an unauthorized person on the tracks was removed at 46 St-Bliss St. Flushing-Main St-bound 7 trains have resumed making scheduled stops from Queensboro Plaza to 74 St-Broadway.
11/6/22 2:18 AM,NYC,"Update: QNS, 7 Train, Some Reroutes",Flushing-Main St-bound 7 trains are delayed while we investigate a report of an unauthorized person on the tracks at 46 St-Bliss St. Some Flushing-Main St-bound 7 trains will run express from Queensboro Plaza to 74 St-Broadway. Listen for train crew announcements at Queensboro Plaza to find out if your train will run express.
11/6/22 2:15 AM,NYC,"Update: MANH, E Train, Delays",Northbound E trains are running with delays after we moved a train that had its brakes activated at W 4 St-Wash Sq.
11/6/22 2:10 AM,NYC,"MANH, 3 Train, Express to Local",Northbound 3 trains are running on the local track from Times Sq-42 St to 72 St while we perform track maintenance near 50 St. Expect delays in 1/2 trains while they share the tracks with rerouted trains.
11/6/22 2:10 AM,NYC,"QNS, 7 Train, Delays",Flushing-Main St-bound 7 trains are delayed while we investigate a report of an unauthorized person on the tracks at 40 St-Lowery St.
11/6/22 2:05 AM,NYC,"MANH, E Train, Delays",Northbound E trains are delayed while we investigate why a train's brakes were activated at W 4 St-Wash Sq.
11/6/22 1:53 AM,NYC,"A, D, E, and F Trains, Delays",A/E/D/F trains are running with delays in both directions after we restored third-rail power in Manhattan.
11/6/22 12:29 AM,NYC,"Update: MANH, A Train, Delays",Northbound A trains are running with delays after we moved a train that had its emergency brake cord pulled at Cathedral Pkwy (110 St).
11/6/22 12:20 AM,NYC,"MANH, A Train, Delays",Northbound A trains are delayed while we investigate why a train's brakes were activated at Cathedral Pkwy (110 St).
11/5/22 11:51 PM,NYC,"Update: BKLYN, MANH, J Train, Delays",Broad St-bound J trains are running with delays after we moved a train that had its emergency brake cord pulled at Kosciuszko St.
11/5/22 11:46 PM,NYC,"BKLYN, MANH, J Train, Delays",Broad St-bound J trains are delayed while we investigate why a train's brakes were activated at Kosciuszko St.
11/5/22 11:22 PM,NYC,"BKLYN, N Train, Delays",Northbound N trains are running with delays after we removed a train car in need of cleaning from service at DeKalb Av.
11/5/22 10:50 PM,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are running with delays after we removed a train with a door malfunction from service at 14 St-Union Sq.
11/5/22 10:36 PM,NYC,"Update: QNS, A Train, Delays",Southbound A trains are running with delays after we removed debris from the tracks that caused a trains brakes to activate near Aqueduct-N Conduit Av.
11/5/22 10:22 PM,NYC,"QNS, A Train, Delays",Southbound A trains are delayed while we investigate why a train's brakes were activated near Aqueduct-N Conduit Av.
11/5/22 10:07 PM,NYC,"Update: QNS, A Train, Delays",Northbound A trains are running with delays after we moved a train that had its brakes activated at Rockaway Blvd.
11/5/22 9:46 PM,NYC,"QNS, A Train, Delays",Northbound A trains are delayed while we investigate why a train's brakes were activated near Rockaway Blvd.
11/5/22 7:32 PM,NYC,"Update: MANH, N and R Trains, Delays",Northbound N/R trains are running with delays after we addressed a switch problem near Lexington Av/59 St.
11/5/22 7:23 PM,NYC,"MANH, N and R Trains, Delays",Northbound N/R trains are delayed while we address a switch problem near Lexington Av/59 St.
11/5/22 6:56 PM,NYC,"Update: MANH, A Train, Delays",Northbound A trains are running with delays after we addressed a switch issue at 125 St. Northbound A trains have resumed regular service.
11/5/22 6:32 PM,NYC,"MANH, A Train, Local to Express","Northbound A trains are running express from 125 St to 145 St because of a switch issue at 125 St. For service to/from 135 St, take a southbound train."
Menu,Menu,Menu,Menu
...41424344454647484950...  Page size:  select  3025 items in 61 pages,...41424344454647484950...  Page size:  select  3025 items in 61 pages,...41424344454647484950...  Page size:  select  3025 items in 61 pages,...41424344454647484950...  Page size:  select  3025 items in 61 pages
11/5/22 6:14 PM,NYC,"Update: MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are running with delays after NYPD responded to a person being disruptive on a train at 59 St.
11/5/22 6:12 PM,NYC,"Update: BX, 6 Train, Delays",Southbound 6 trains are running with delays after EMS responded to a person in need at E 143 St-St Mary's St.
11/5/22 6:04 PM,NYC,"BX, 6 Train, Local to Express","Southbound 6 trains are running express from Hunts Point Av to 3 Av-138 St while EMS responds to a person in need at E 143 St-St Mary's St. For service to/from bypassed stops, take a northbound train."
11/5/22 5:57 PM,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are delayed while NYPD responds to a person being disruptive on a train at 59 St.
11/5/22 5:36 PM,NYC,"Update: MANH, D Train, Delays",D trains are running with delays in both directions after EMS responded to a person in need on a train at Broadway-Lafayette St.
11/5/22 5:31 PM,NYC,"Update: BX, 6 Train, Delays",Northbound 6 trains are running with delays after we moved a train that had its brakes activated near Morrison Av-Soundview.
11/5/22 5:25 PM,NYC,"BX, 6 Train, Local to Express","Northbound 6 trains are running express from Hunts Point Av to Parkchester while we investigate why a train's brakes were activated near Morrison Av. For service to/from bypassed stops, take a southbound train."
11/5/22 5:18 PM,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after NYPD responded to a person being disruptive on a train at 34 St-Penn Station.
11/5/22 5:12 PM,NYC,"Update: MANH, D Train, Delays",Northbound D trains are running with delays after EMS responded to a person in need on a train at Broadway-Lafayette St.
11/5/22 4:58 PM,NYC,"MANH, N, Q, and R Trains, Delays",Southbound N/Q/R trains are running with delays after we addressed a door problem on a train at Canal St.
11/5/22 4:28 PM,NYC,"MANH, D Train, Delays",Northbound D trains are delayed while EMS responds to a person in need on a train at Broadway-Lafayette St.
11/5/22 4:20 PM,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are running with delays after NYPD performed an investigation at 59 St.
11/5/22 4:08 PM,NYC,"Update: QNS, Rockaway Park S Train, Delays",Rockaway Park Shuttle trains are running with delays in both directions after we moved a train that had its brakes activated near Rockaway Park-Beach 116 St.
11/5/22 4:06 PM,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are running with delays after we addressed a door problem on a train at Fulton St.
11/5/22 4:03 PM,NYC,"QNS, Rockaway Park S Train, Delays",Rockaway Park Shuttle trains are delayed in both directions while we investigate why a train's brakes were activated near Rockaway Park-Beach 116 St.
11/5/22 2:54 PM,NYC,"MANH, QNS, 7 Train, Delays",34 St-Hudson Yards-bound 7 trains are running with delays after we moved a train with a mechanical problem at 111 St.
11/5/22 2:32 PM,NYC,"Update: BKLYN, Q Train, Delays",Prospect Park-bound Q trains are running with delays after we requested NYPD assistance for someone being disruptive at DeKalb Av.
11/5/22 2:31 PM,NYC,"BKLYN, Q Train, Delays",Prospect Park-bound Q trains are delayed while we request NYPD assistance for someone being disruptive at DeKalb Av.
11/5/22 2:18 PM,NYC,"Update: A and Rockaway Park S Trains, Delays",A/H trains are running with delays in both directions after the South Channel Bridge was opened to allow marine traffic to pass.
11/5/22 2:07 PM,NYC,"A and Rockaway Park S Trains, Delays",A/H trains are delayed while the South Channel Bridge is open to allow marine traffic to pass.
11/5/22 1:58 PM,NYC,"A and C Trains, Delays",A/C trains are delayed while we conduct emergency track repairs in Manhattan.
11/5/22 12:52 PM,NYC,"BKLYN, F Train, Delays",Southbound F trains are running with delays after EMS responded to someone in need of assistance on a train at Jay St-MetroTech.
11/5/22 12:35 PM,NYC,"MANH, Q Train, Planned-Express to Local","Nov 4 - 7, Fri 11:45 PM to Mon 5:00 AM Q runs local in both directions between Canal St and 57 St-7 Av. What's happening? We're replacing tracks"
11/5/22 12:34 PM,NYC,"Update: BKLYN, MANH, A, C, and F Trains, Multiple Changes",Some southbound F trains will end at 2 Av. Some southbound F trains will run to Euclid Av via the C line. We are requesting EMS for someone in need of assistance on a train at Jay St-MetroTech. Expect delays in A/C service while they share the track with rerouted trains.
11/5/22 12:29 PM,NYC,"BKLYN, F Train, Delays",Southbound F trains are delayed while we request EMS for someone in need of assistance on a train at Jay St-MetroTech.
11/5/22 12:21 PM,NYC,"Update: QNS, F Train, Delays",Southbound F trains are running with delays after EMS responded to someone in need of assistance on a train at Sutphin Blvd.
11/5/22 12:14 PM,NYC,"QNS, F Train, Delays",Southbound F trains are delayed while we request EMS for someone in need of assistance at Sutphin Blvd.
11/5/22 12:10 PM,NYC,"Update: QNS, A Train, Delays",Far Rockaway-Mott Av-bound A trains are running with delays after we moved a train that had its brakes activated near Aqueduct-N Conduit Av.
11/5/22 11:55 AM,NYC,"Update: MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after we removed a vandalized train from service at 116 St.
11/5/22 11:47 AM,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we remove a vandalized train from service at 116 St.
11/5/22 11:31 AM,NYC,"QNS, A Train, Delays",Far Rockaway-Mott Av-bound A trains are delayed while we investigate what caused a train's brakes to be activated near Aqueduct-N Conduit Av.
11/5/22 11:28 AM,NYC,"MANH, A, C, and F Trains, Delays",Southbound A/C/F trains are running with delays after we addressed a switch problem at 2 Av.
11/5/22 11:08 AM,NYC,"Update: A and Rockaway Park S Trains, Delays",A/H trains are running with delays after the South Channel Bridge was opened to allow marine traffic to pass.
11/5/22 10:55 AM,NYC,"A and Rockaway Park S Trains, Delays",A/H trains are delayed while the South Channel Bridge is opened to allow marine traffic to pass.
11/5/22 10:06 AM,NYC,"MANH, F Train, Delays",Southbound F trains are running with delays while we address a switch problem at 2 Av.
11/5/22 9:36 AM,NYC,"Update: MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are running with delays after NYPD concluded an investigation at 125 St.
